"Item","Price1","Price2","Price3","Price4","Price5","Price6","Price 7","Price8"
"Springsheared wool",246,246,246,246,246,246,246,246
"Square sandwich",710,710,710,710,710,710,710,710
"Squeaker axe token",55500,55500,55500,55500,55500,55500,55500,55500
"Squeck juice",71,71,71,71,71,71,71,71
"Stack of presents token",684900,684900,684900,684900,684900,684900,684900,684900
"Staff",1080,1092,1104,1104,1104,1138,1138,1138
"Staff of air",1960,1960,2023,2023,2020,2012,2012,2012
"Staff of earth",1779,1779,1733,1733,1700,1762,1762,1762
"Staff of fire",1918,1918,1932,1932,1942,1970,1970,1970
"Staff of light",3100000,3100000,3200000,3200000,3200000,3100000,3100000,3100000
"Staff of Sliske",753700000,753700000,742700000,742700000,742700000,742700000,742700000,742700000
"Staff of water",1824,1795,1803,1803,1768,1774,1774,1774
"Stalker arrow",197,197,197,197,197,197,197,197
"Stalker essence",462,462,469,469,469,469,469,469
"Star of Saradomin",5023,5023,5348,5348,5498,5711,5711,5711
"Starfish Balloon",117700,117700,117700,117700,117700,117700,117700,117700
"Starfish follower pet to...",2100000,2100000,2100000,2100000,2100000,2100000,2100000,2100000
"Static gloves",284000,284000,284000,284000,284000,284000,284000,284000
"Static gloves shard",58600,58600,58600,58600,58600,58600,58600,58600
"Statius's full helm",602500,602500,602500,602500,602500,602500,602500,602500
"Statius's platebody",533600,533600,533600,533600,533600,533600,533600,533600
"Statius's platelegs",479900,479900,479600,479600,479600,479600,479600,479600
"Statius's warhammer",108400000,113500000,118500000,118500000,118500000,118500000,118500000,118500000
"Steadfast boots",6100000,5900000,5900000,5900000,5900000,6e+06,6e+06,6e+06
"Steadfast scale",12900000,1.3e+07,1.3e+07,1.3e+07,1.3e+07,1.3e+07,1.3e+07,1.3e+07
"Steam battlestaff",17900,17900,18800,18800,18800,18800,18800,18800
"Steam rune",850,816,816,816,806,841,841,841
"Steel 2h crossbow",4027,4027,4027,4027,4027,4027,4027,4027
"Steel armour set (lg)",16100,16100,16100,16100,16100,16100,16100,16100
"Steel armour set (sk)",9906,9906,9906,9906,9906,9906,9906,9906
"Steel armour set + 1 (lg...",40700,39900,39900,39900,39900,39900,39900,39900
"Steel armour set + 1 (sk...",57900,57900,57900,57900,57900,57900,57900,57900
"Steel armoured boots",504,504,504,504,504,504,504,504
"Steel armoured boots + 1...",1221,1178,1178,1178,1178,1178,1178,1178
"Steel arrow",19,19,18,18,18,18,18,18
"Steel arrowheads",16,16,16,16,15,15,15,15
"Steel bar",779,756,744,744,753,788,788,788
"Steel bolts",54,54,53,53,53,53,53,53
"Steel bolts (unf)",37,37,37,37,37,37,37,37
"Steel brutal",19,19,19,19,19,19,19,19
"Steel Bull Rush scroll",166,166,166,166,166,166,166,166
"Steel chainbody",3349,3349,3349,3349,3349,3349,3349,3349
"Steel chainbody + 1",4650,4650,4799,4799,4799,4799,4799,4799
"Steel crossbow",4110,4110,4110,4110,4110,4110,4110,4110
"Steel crossbow (u)",178,178,178,178,178,178,178,178
"Steel dart",13,13,13,13,13,13,13,13
"Steel dart tip",89,89,89,89,89,89,89,89
"Steel dragon mask",641700,641700,671900,671900,671900,671900,671900,671900
"Steel fire arrows",550,550,550,550,550,550,550,550
"Steel full helm",1241,1260,1260,1260,1258,1258,1258,1258
"Steel full helm + 1",2499,2499,2499,2499,2499,2499,2499,2499
"Steel gauntlets",267,267,267,267,257,257,257,257
"Steel gauntlets + 1",1021,1021,1021,1021,1021,987,987,987
"Steel hatchet",3123,3156,3156,3156,3173,3173,3173,3173
"Steel ingot",3898,3898,3854,3854,3686,3686,3686,3686
"Steel javelin",128,128,129,129,129,129,129,129
"Steel kiteshield",5000,5000,4990,4990,4990,5107,5107,5107
"Steel kiteshield + 1",7164,7164,7164,7164,7164,7164,7164,7164
"Steel knife",103,103,103,103,103,103,103,103
"Steel limbs",407,407,407,407,407,407,407,407
"Steel mattock",3682,3682,3682,3682,3704,3704,3704,3704
"Steel med helm",3742,3742,3742,3742,3871,3871,3871,3871
"Steel med helm + 1",3593,3593,3593,3593,3593,3593,3593,3593
"Steel minotaur pouch",2617,2617,2617,2617,2617,2633,2633,2633
"Steel nails",41,41,44,44,42,40,40,40
"Steel of Legends scroll",444,444,438,438,431,424,424,424
"Steel ore box",4971,4971,4971,4971,5064,5064,5064,5064
"Steel pickaxe",5415,5415,5573,5573,5573,5763,5763,5763
"Steel pickaxe + 1",9738,9738,9738,9738,9738,9842,9842,9842
"Steel platebody",3971,3862,3746,3746,3558,3380,3380,3380
"Steel platebody + 1",5168,5168,5168,5168,5168,5168,5168,5168
"Steel platelegs",4260,4260,4260,4260,4192,4192,4192,4192
"Steel platelegs + 1",4603,4603,4603,4603,4603,4603,4603,4603
"Steel plateskirt",4268,4268,4448,4448,4448,4448,4448,4448
"Steel plateskirt + 1",4870,4870,4870,4870,4829,4829,4829,4829
"Steel square shield",4917,4917,4937,4937,4937,4937,4937,4937
"Steel square shield + 1",6932,6932,6932,6932,6932,6932,6932,6932
"Steel studs",300,300,299,299,299,299,299,299
"Steel throwing axe",95,95,95,95,93,93,93,93
"Steel titan pouch",4133,4133,4077,4077,4034,4087,4087,4087
"Stein weapon token",14100,14100,14100,14100,14100,14100,14100,14100
"Stew",989,989,989,989,989,998,998,998
"Sticky bomb",2386,2386,2268,2268,2155,2155,2155,2155
"Stinkbloom",397,397,397,397,397,408,408,408
"Stinkfly",NA,NA,986,986,986,986,986,986
"Stinkshroom spore",3409,3409,3461,3461,3461,3352,3352,3352
"Stocking teleport token",1300000,1300000,1300000,1300000,1300000,1300000,1300000,1300000
"Stone of binding",470100,470100,470100,470100,470100,470100,470100,470100
"Stone scarab",171,171,171,171,171,171,171,171
"Stone seal",162,162,168,168,168,168,168,168
"Stone statuette",205,205,205,205,205,201,201,201
"Stony Shell scroll",19,19,19,19,19,19,19,19
"Stormguard steel",5308,5308,4895,4895,4818,4941,4941,4941
"Straight Flush scroll",3772,3772,3584,3584,3584,3584,3584,3584
"Strange fruit",724,724,724,724,724,718,718,718
"Stranger plant pouch",2447,2447,2447,2447,2447,2447,2447,2447
"Strawberries (5)",1350,1350,1329,1329,1329,1329,1329,1329
"Strawberry",655,644,645,645,645,628,628,628
"Strawberry cheesecake",326,326,326,326,326,326,326,326
"Strawberry cow (unchecke...",104800,101300,98500,98500,98500,95400,95400,95400
"Strawberry cream cheese",47,47,47,47,47,47,47,47
"Strawberry hair head tok...",173700,173700,173700,173700,173700,173700,173700,173700
"Strawberry milk",360,360,360,360,360,360,360,360
"Strawberry parasol",1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000
"Strawberry seed",365,365,334,334,328,336,336,336
"Strength amulet (t)",729200,729200,764100,764100,764100,764100,764100,764100
"Strength flask (6)",8288,8288,8288,8288,8288,8288,8288,8288
"Strength mix (1)",175,175,175,175,175,175,175,175
"Strength mix (2)",95,95,95,95,95,95,95,95
"Strength potion (1)",343,343,328,328,328,328,328,328
"Strength potion (2)",450,450,450,450,450,450,450,450
"Strength potion (3)",460,460,466,466,466,466,466,466
"Strength potion (4)",858,840,840,840,840,820,820,820
"Stretched hide",258,258,258,258,258,258,258,258
"Strip of black cloth",181,181,181,181,181,181,181,181
"Strip of cloth",NA,NA,NA,NA,NA,NA,NA,NA
"Stripy feather",10,10,10,10,10,10,10,10
"Strong cooking urn (nr)",1175,1175,1175,1175,1175,1175,1175,1175
"Strong divination urn (n...",1626,1626,1626,1626,1613,1613,1613,1613
"Strong farming urn (nr)",1050,1050,1050,1050,1050,1050,1050,1050
"Strong fishing urn (nr)",1470,1470,1470,1470,1470,1470,1470,1470
"Strong hunter urn (nr)",1318,1318,1318,1318,1318,1318,1318,1318
"Strong mining urn (nr)",1584,1584,1584,1584,1584,1574,1574,1574
"Strong runecrafting urn ...",1375,1375,1375,1375,1378,1378,1378,1378
"Strong smelting urn (nr)...",358,358,358,358,358,358,358,358
"Strong woodcutting urn (...",357,357,352,352,352,352,352,352
"Stronghold notes",234,234,234,234,234,234,234,234
"Strung rabbit foot",NA,NA,NA,NA,NA,NA,NA,NA
"Studded body",1406,1406,1412,1412,1412,1386,1386,1386
"Studded body (g)",666300,666300,696200,696200,696200,696200,696200,696200
"Studded body (t)",630300,630300,630300,630300,630300,630300,630300,630300
"Studded chaps",1267,1267,1331,1331,1331,1382,1382,1382
"Studded chaps (g)",693100,693100,693100,693100,693100,727500,727500,727500
"Studded chaps (t)",629100,629100,656500,656500,656500,656500,656500,656500
"Studded leather boots",556,556,556,556,556,556,556,556
"Studded leather coif",946,946,931,931,932,944,944,944
"Studded leather gloves",441,441,441,441,441,441,441,441
"Studded leather shield",1314,1314,1314,1314,1314,1314,1314,1314
"Stylish glasses (black)",738500,758600,758600,758600,758600,758600,758600,758600
"Stylish glasses (blue)",619600,619600,619600,619600,619600,619600,619600,619600
"Stylish glasses (green)",609700,609700,609700,609700,609700,609700,609700,609700
"Suitcase",729300,729300,765400,765400,765400,765400,765400,765400
"Summer pie",1176,1176,1198,1198,1216,1269,1269,1269
"Summer prize token",60900000,60900000,60900000,60900000,60900000,60900000,60900000,60900000
"Summerdown ewe (unchecke...",16900,16900,16900,16900,16900,16900,16900,16900
"Summerdown ram (unchecke...",12800,12800,12400,12400,12400,12400,12400,12400
"Summerdown wool",262,262,264,264,264,264,264,264
"Summoning flask (6)",55600,55600,55600,55600,55600,54900,54900,54900
"Summoning focus",16100,16100,16500,16500,15800,15200,15200,15200
"Summoning potion (1)",4856,4856,5034,5034,5034,5034,5034,5034
"Summoning potion (2)",13600,13600,13600,13600,13600,13600,13600,13600
"Summoning potion (3)",26700,26700,26700,26700,26700,26700,26700,26700
"Summoning potion (4)",37600,37200,37200,37200,35300,35300,35300,35300
"Sunchoke seed",94,94,95,95,96,103,103,103
"Super antipoison (1)",2554,2554,2554,2554,2603,2603,2603,2603
"Super antipoison (2)",4508,4508,4508,4508,4508,4508,4508,4508
"Super antipoison (3)",8154,8154,8154,8154,8154,7802,7802,7802
"Super antipoison (4)",12900,12900,12300,12300,12300,11600,11600,11600
"Super antipoison flask (...",25400,25400,25100,25100,25100,25100,25100,25100
"Super antipoison mix (1)...",915,915,915,915,915,915,915,915
"Super antipoison mix (2)...",615,615,615,615,615,615,615,615
"Super attack (1)",1565,1530,1468,1468,1468,1426,1426,1426
"Super attack (2)",3211,3211,3089,3089,2999,2872,2872,2872
"Super attack (3)",5118,5141,4852,4852,4780,4892,4892,4892
"Super attack (4)",7256,7293,6760,6760,6555,6356,6356,6356
"Super attack flask (6)",15900,15900,16000,16000,16000,16000,16000,16000
"Super attack mix (1)",367,367,367,367,367,367,367,367
"Super attack mix (2)",635,635,635,635,635,635,635,635
"Super cooking flask (6)",3259,3259,3259,3259,3259,3259,3259,3259
"Super cooking potion (1)...",509,509,509,509,509,509,509,509
"Super cooking potion (2)...",1034,1034,1034,1034,1034,1034,1034,1034
"Super cooking potion (3)...",1152,1152,1152,1152,1152,1152,1152,1152
"Super cooking potion (4)...",1697,1697,1697,1697,1697,1697,1697,1697
"Super defence (1)",2464,2464,2346,2346,2346,2248,2248,2248
"Super defence (2)",5060,5060,4859,4859,4683,4670,4670,4670
"Super defence (3)",7476,7312,7160,7160,7196,7502,7502,7502
"Super defence (4)",10400,10000,9864,9864,9917,10200,10200,10200
"Super defence flask (6)",23100,23100,23100,23100,23100,23100,23100,23100
"Super defence mix (1)",104,104,104,104,104,104,104,104
"Super defence mix (2)",573,573,573,573,573,573,573,573
"Super divination (1)",122,122,122,122,122,128,128,128
"Super divination (2)",183,183,183,183,183,183,183,183
"Super divination (3)",25500,25500,25500,25500,25500,25500,25500,25500
"Super divination (4)",2370,2370,2462,2462,2462,2462,2462,2462
"Super divination flask (...",12900,12900,13400,13400,13400,13400,13400,13400
"Super energy (1)",1273,1227,1174,1174,1174,1166,1166,1166
"Super energy (2)",3164,3164,3162,3162,3162,3162,3162,3162
"Super energy (3)",3678,3678,3662,3662,3692,3821,3821,3821
"Super energy (4)",5514,5514,5305,5305,5305,5095,5095,5095
"Super energy flask (6)",16200,16200,16200,16200,16200,16400,16400,16400
"Super energy mix (1)",609,609,609,609,609,609,609,609
"Super energy mix (2)",976,976,976,976,976,976,976,976
"Super Guthix brew flask ...",20500,20500,20500,20500,20500,20500,20500,20500
"Super Guthix rest (1)",402,402,402,402,402,402,402,402
"Super Guthix rest (2)",805,805,805,805,805,805,805,805
"Super Guthix rest (3)",2961,2961,2961,2961,2961,2961,2961,2961
"Super Guthix rest (4)",7530,7530,7530,7530,7530,7530,7530,7530
"Super hunter (1)",112,117,117,117,117,117,117,117
"Super hunter (2)",182,182,182,182,182,182,182,182
"Super hunter (3)",13800,13800,13800,13800,13800,13700,13700,13700
"Super hunter (4)",2101,2101,2193,2193,2193,2193,2193,2193
"Super hunter flask (6)",8476,8476,8476,8476,8476,8476,8476,8476
"Super invention (1)",245,245,245,245,245,245,245,245
"Super invention (2)",285,285,285,285,285,285,285,285
"Super invention (3)",1144,1144,1086,1086,1031,992,992,992
"Super invention (4)",2255,2255,2255,2255,2142,2142,2142,2142
"Super invention flask (6...",14300,14300,14300,14300,14300,14300,14300,14300
"Super kebab",995,995,995,995,995,995,995,995
"Super magic flask (6)",29700,29700,28800,28800,28800,28800,28800,28800
"Super magic mix (1)",1498,1498,1498,1498,1498,1498,1498,1498
"Super magic mix (2)",1643,1643,1643,1643,1643,1643,1643,1643
"Super magic potion (1)",3955,3955,3801,3801,3801,3643,3643,3643
"Super magic potion (2)",8161,8161,8155,8155,8155,8155,8155,8155
"Super magic potion (3)",9560,9473,9420,9420,9813,10500,10500,10500
"Super magic potion (4)",14000,13900,13800,13800,14000,14500,14500,14500
"Super melee potion (6)",45500,45500,43300,43300,43300,41100,41100,41100
"Super prayer (1)",6250,6250,6250,6250,6250,6250,6250,6250
"Super prayer (2)",12500,12500,12500,12500,12500,12500,12500,12500
"Super prayer (3)",21800,21800,21800,21800,21800,21800,21800,21800
"Super prayer (4)",27200,27200,27200,27200,27200,27200,27200,27200
"Super prayer flask (6)",47800,47800,47800,47800,48900,48900,48900,48900
"Super prayer renewal pot...",20500,21100,22100,22100,21600,20600,20600,20600
"Super ranging flask (6)",51900,51900,51900,51900,51900,51900,51900,51900
"Super ranging mix (1)",2555,2555,2555,2555,2555,2555,2555,2555
"Super ranging mix (2)",5024,5024,5024,5024,5024,5024,5024,5024
"Super ranging potion (1)...",7355,7355,7153,7153,7153,6994,6994,6994
"Super ranging potion (2)...",17000,17100,17100,17100,17100,16800,16800,16800
"Super ranging potion (3)...",24000,23400,22900,22900,22700,22800,22800,22800
"Super ranging potion (4)...",32900,32100,31500,31500,30200,29700,29700,29700
"Super restore (1)",690,690,690,690,690,690,690,690
"Super restore (2)",1016,1016,1003,1003,972,947,947,947
"Super restore (3)",1336,1336,1362,1362,1418,1487,1487,1487
"Super restore (4)",2144,2167,2213,2213,2230,2310,2310,2310
"Super restore flask (6)",11900,12300,12000,12000,11900,11800,11800,11800
"Super restore mix (1)",2268,2268,2268,2268,2268,2268,2268,2268
"Super restore mix (2)",1801,1801,1801,1801,1801,1801,1801,1801
"Super runecrafting (1)",17800,17800,17800,17800,17800,17800,17800,17800
"Super runecrafting (2)",35700,35700,35700,35700,35700,35700,35700,35700
"Super runecrafting (3)",104600,109200,109200,109200,109200,109200,109200,109200
"Super runecrafting (4)",97700,97700,97700,97700,97700,97700,97700,97700
"Super runecrafting flask...",96800,96800,96800,96800,96800,96800,96800,96800
"Super Saradomin brew (1)...",4184,4184,4184,4184,4184,4184,4184,4184
"Super Saradomin brew (2)...",16100,16100,16100,16100,16100,16100,16100,16100
"Super Saradomin brew (3)...",56900,56900,56900,56900,56900,56900,56900,56900
"Super Saradomin brew (4)...",74700,74700,74700,74700,74700,74700,74700,74700
"Super Saradomin brew fla...",155900,155900,151100,151100,151100,150200,150200,150200
"Super strength (1)",4795,4795,4760,4760,4901,4901,4901,4901
"Super strength (2)",11300,11300,10900,10900,10900,10600,10600,10600
"Super strength (3)",15000,14900,14700,14700,14900,14800,14800,14800
"Super strength (4)",20800,20500,20500,20500,19900,19600,19600,19600
"Super strength flask (6)...",36200,36200,36200,36200,36200,36200,36200,36200
"Super strength mix (1)",620,620,620,620,620,620,620,620
"Super strength mix (2)",806,806,831,831,831,831,831,831
"Super warmaster's potion...",86300,82600,83100,83100,83100,87000,87000,87000
"Super Zamorak brew (1)",1663,1663,1663,1663,1663,1663,1663,1663
"Super Zamorak brew (2)",3911,3911,3911,3911,3911,3911,3911,3911
"Super Zamorak brew (3)",3862,3862,3862,3862,3862,3862,3862,3862
"Super Zamorak brew (4)",7773,7773,7773,7773,7773,7773,7773,7773
"Super Zamorak brew flask...",19900,19900,19900,19900,19900,19900,19900,19900
"Supercompost",2217,2225,2221,2221,2151,2129,2129,2129
"Superior long bone",55700000,5.5e+07,5.5e+07,5.5e+07,5.5e+07,5.5e+07,5.5e+07,5.5e+07
"Surfboard shield token",3700000,3700000,3700000,3700000,3700000,3700000,3700000,3700000
"Swallow Whole scroll",154,154,154,154,154,154,154,154
"Swamp paste",2,2,2,2,2,2,2,2
"Swamp Plague scroll",202,202,202,202,202,202,202,202
"Swamp tar",108,109,103,103,100,95,95,95
"Swamp titan pouch",2864,2864,2864,2864,2864,2864,2864,2864
"Swamp toad",NA,NA,NA,NA,NA,NA,NA,NA
"Swamp weed",516,516,516,516,516,516,516,516
"Sweet honeycomb",57,57,57,57,57,57,57,57
"Sweet potato",1252,1252,1252,1252,1252,1252,1252,1252
"Sweetcorn",836,836,836,836,823,823,823,823
"Sweetcorn seed",243,243,240,240,241,242,242,242
"Swordfish",202,196,205,205,215,228,228,228
"Swordy McSwordFace",9900000,9900000,9900000,9900000,9900000,9900000,9900000,9900000
"Tai Bwo Wannai Teleport",217,217,228,228,240,252,252,252
"Talon beast pouch",4574,4574,4574,4574,4574,4574,4574,4574
"Tan cavalier",755500,755500,792700,792700,831600,831600,831600,831600
"Tangled toads' legs",537,537,537,537,537,531,531,531
"Tansymum",148,148,148,148,148,148,148,148
"Tarromin incense sticks",677,677,677,677,677,677,677,677
"Tarromin potion (unf)",335,335,336,336,336,336,336,336
"Tarromin seed",183,183,177,177,172,168,168,168
"Tarromin tar",155,155,155,155,155,155,155,155
"Tatty graahk fur",43,43,43,43,43,43,43,43
"Tatty kyatt fur",57,57,60,60,60,60,60,60
"Tatty larupia fur",377,377,377,377,377,377,377,377
"Tavia's fishing rod",1.5e+09,1.5e+09,1.5e+09,1.5e+09,1.5e+09,1.5e+09,1.5e+09,1.5e+09
"Teacher wand",1700000,1700000,1700000,1700000,1700000,1700000,1700000,1700000
"Teak armchair",44,44,44,44,42,42,42,42
"Teak armour case",22,22,22,22,22,22,22,22
"Teak bed",831,831,831,831,831,831,831,831
"Teak cape rack",28,28,28,28,28,28,28,28
"Teak clock",520,520,520,520,520,520,520,520
"Teak dining bench",13,13,13,13,13,13,13,13
"Teak drawers",62,62,62,62,62,62,62,62
"Teak dresser",312,312,312,312,312,312,312,312
"Teak fancy dress box",51,51,51,51,51,51,51,51
"Teak kitchen table",16,16,16,16,16,16,16,16
"Teak logs",94,94,91,91,89,90,90,90
